step_times_dice,step_times_dice_hd
5.972813e8,7.088927e8
5.868908e8,7.350267e8
6.620368e8,6.913802e8
2.410151e8,2.883158e8
6.022597e8,7.001196e8
6.454418e8,7.111647e8
6.224657e8,7.10523e8
2.350811e8,2.888591e8
5.993617e8,7.052639e8
6.280917e8,7.244852e8
6.389166e8,7.22668e8
2.382747e8,2.846099e8
6.021931e8,7.009703e8
6.034966e8,7.241852e8
6.211433e8,7.232047e8
2.368587e8,2.872562e8
6.307414e8,7.025365e8
6.02298e8,7.066437e8
5.918311e8,7.105968e8
2.387756e8,2.867628e8
6.113688e8,6.99092e8
7.556115e8,7.495258e8
6.464457e8,7.241068e8
